latitude,longitude,elevation,slope,aspect,twi,label,slide_no,village,vlcode
11.578055,76.110833,761.435791015625,13.164837837219238,111.66477966308594,1.4528594017028809,1,KER/WYD/58A2/2018/90,Thrikkaipatta Part,627338
11.567283139277881,76.07901668862128,821.7257080078125,27.620023727416992,236.29547119140625,0.6477295160293579,0,,,
11.598935465576298,76.14051772596761,769.0341186523438,6.83494758605957,4.611255645751953,2.1214187145233154,0,,,
11.488779915518343,76.16110821116042,874.1740112304688,19.442228317260742,26.669612884521484,1.0413318872451782,0,,,
11.519126784469108,76.08017035811503,1881.1728515625,34.08679962158203,249.3031768798828,0.3905051350593567,0,,,
11.487245546694425,76.15628192801225,959.2409057617188,18.677682876586914,173.41522216796875,1.0845695734024048,0,,,
11.524557114974742,76.14785272624148,852.0868530273438,12.180608749389648,279.3414611816406,1.5331556797027588,0,,,
11.459042173115,76.15260052270618,1744.8040771484375,24.75619888305664,34.023380279541016,0.774058997631073,0,,,
11.542717,76.121397,981.8607788085938,26.27162742614746,302.7349548339844,0.7059998512268066,1,KRL/WAY/58A02/2015/75,Kottappadi Part,627337
11.495355058446725,76.18061728884413,931.299560546875,24.13616371154785,229.41110229492188,0.8027850389480591,0,,,
11.559564,76.136561,862.2069702148438,30.700233459472656,115.65130615234375,0.521276593208313,1,KRL/WAY/58A02/2015/103,Kottappadi Part,627337
11.566980263293706,76.08678433381716,797.3943481445312,14.16491985321045,4.918210983276367,1.3767895698547363,0,,,
11.541363054179707,76.10656160934546,1126.3267822265625,21.39055824279785,46.589691162109375,0.9372446537017822,0,,,
11.516089969810542,76.1015244031137,1531.923095703125,34.37186813354492,44.49118423461914,0.3798070251941681,0,,,
11.495970979611826,76.13223718361792,1248.5751953125,30.31275749206543,63.102115631103516,0.5367392897605896,0,,,
11.54352865790863,76.0760826985662,1226.2449951171875,24.89607810974121,127.00048065185547,0.7676522731781006,0,,,
11.520000374842922,76.11010814061024,1376.7647705078125,39.10105514526367,33.546775817871094,0.20738276839256287,0,,,
11.56669444,76.11777778,817.9437255859375,21.128780364990234,3.506784200668335,0.9507654905319214,1,KER/WYD/58A2/2018/86,Kottappadi Part,627337
11.459814843023425,76.13871697686602,1799.1884765625,30.488357543945312,71.26740264892578,0.5297173261642456,0,,,
11.565778871503973,76.09860003259753,791.4142456054688,17.782766342163086,149.40475463867188,1.13714599609375,0,,,
11.49262987691204,76.10163609253266,1308.4088134765625,15.40896224975586,119.59696197509766,1.2887532711029053,0,,,
11.467927712769088,76.14355929831376,1444.0767822265625,21.894622802734375,98.8692626953125,0.9115808010101318,0,,,
11.5543,76.127939,827.4976196289062,13.943612098693848,73.91559600830078,1.393186330795288,1,KRL/WAY/58A02/2015/63,Kottappadi Part,627337
11.58192383333693,76.12583912624982,814.7754516601562,14.155448913574219,165.8716278076172,1.3774863481521606,0,,,
11.567731904944795,76.09457983150291,819.7457275390625,3.3412702083587646,70.98350524902344,2.8407413959503174,0,,,
11.499223,76.127859,1150.3868408203125,15.253604888916016,106.85977172851562,1.2993870973587036,1,KER/WYN/58A3/2019/40,Vellarimala,627340
11.536283099514636,76.0810392236884,1748.1861572265625,27.310394287109375,209.26255798339844,0.6609350442886353,0,,,
11.49859,76.125528,1143.02685546875,16.731449127197266,43.49795150756836,1.2019323110580444,1,KER/WYN/58A3/2019/39,Vellarimala,627340
11.595977641622522,76.13122966783634,778.9136962890625,10.423707962036133,199.84339904785156,1.6930254697799683,0,,,
11.553283,76.101244,969.4613647460938,21.04293441772461,131.5323486328125,0.9552289843559265,1,KRL/WAY/58A02/2015/70,Kottappadi Part,627337
11.558152948067011,76.13236926938256,849.509033203125,6.848775386810303,122.4936294555664,2.1193783283233643,0,,,
11.509950171087743,76.15019134443631,877.7244262695312,11.824789047241211,125.39485168457031,1.5636882781982422,0,,,
11.601254102378363,76.13079620930336,774.34423828125,6.968923568725586,342.3310546875,2.1018178462982178,0,,,
11.502222,76.164722,835.0559692382812,20.62970542907715,151.4113311767578,0.9769245982170105,1,KER/WYD/58A2/2018/94,Vellarimala,627340
11.57203187546251,76.1316482819925,779.4749145507812,10.430773735046387,242.49627685546875,1.6923326253890991,0,,,
11.490460001500288,76.13509276471973,1076.1781005859375,20.231077194213867,330.50921630859375,0.9981943368911743,0,,,
11.49709368100989,76.17616301549847,918.2870483398438,19.693140029907227,90.21397399902344,1.0274547338485718,0,,,
11.543631,76.122139,967.482421875,23.874610900878906,23.06549835205078,0.8150686025619507,1,KRL/WAY/58A02/2015/74,Kottappadi Part,627337
11.600510845798722,76.15064847015665,775.7205200195312,11.909771919250488,198.49929809570312,1.5563181638717651,0,,,
11.535360922591284,76.0841579757675,1740.600341796875,35.40974044799805,32.99979782104492,0.3411968946456909,0,,,
11.48934133756455,76.12231680103115,1392.0819091796875,27.32476806640625,52.67295837402344,0.6603198647499084,0,,,
11.569223668340957,76.07637486888983,793.5460205078125,15.33735179901123,112.2476806640625,1.2936427593231201,0,,,
11.560225,76.136717,825.0256958007812,18.867877960205078,109.75637817382812,1.0736749172210693,1,KRL/WAY/58A02/2015/102,Kottappadi Part,627337
11.606520449025043,76.12230939548061,1011.3697509765625,20.422977447509766,311.22235107421875,0.9879123568534851,0,,,
11.554256,76.0928,1027.4844970703125,13.357878684997559,93.40753936767578,1.4377692937850952,1,KRL/WAY/58A02/2015/67,Kottappadi Part,627337
11.478163887579147,76.1618287769119,1040.6834716796875,24.942729949951172,86.87415313720703,0.7655214667320251,0,,,
11.533827165848239,76.1311153307654,844.6796264648438,11.184197425842285,233.37374877929688,1.6209098100662231,0,,,
11.501552083001815,76.12394206926349,1122.1514892578125,18.29094696044922,25.81517219543457,1.107018232345581,0,,,
11.585179137776553,76.15411928841368,815.5620727539062,11.423280715942383,218.37957763671875,1.5991991758346558,0,,,
11.609410659611004,76.14155890218291,789.5557250976562,6.152842044830322,84.40467834472656,2.2274584770202637,0,,,
11.484498884049007,76.17469719329925,890.861083984375,16.586153030395508,65.10942840576172,1.2111659049987793,0,,,
11.50711927937036,76.0939574730064,1589.8221435546875,33.17479705810547,353.0302429199219,0.4250248074531555,0,,,
11.514932,76.133862,884.1467895507812,16.118288040161133,139.3417205810547,1.2413944005966187,1,KER/WYN/58A2/2019/59,Vellarimala,627340
11.5222121601668,76.08503840074405,1717.0704345703125,37.03666305541992,336.5784912109375,0.2816234230995178,0,,,
